cell_id,r_c,x_c,z_c,radial_pos,A_true,rel_err_N200,rel_err_N317,rel_err_N502,rel_err_N796,rel_err_N1262,rel_err_N2000
6.800000000000000000e+01,1.851662140134255341e-01,-2.238096904237064644e-01,-3.691893434689718090e-01,4.317308754983893437e-01,1.211738413296750139e-01,6.691580556632548138e-04,-4.002265408189487061e-04,2.905805132535910218e-04,7.025640683866463121e-04,3.181743700919614781e-04,-9.869285485530898683e-05
6.900000000000000000e+01,1.732688004095322143e-01,1.201836589419701395e-01,-3.310897154025904676e-02,1.246608032748605516e-01,9.581272512203733993e-02,-3.422463769294337155e-03,1.926206644938144308e-03,1.683737924813577536e-04,3.271291236059958862e-04,-3.015354022948280033e-04,-8.745367726548103349e-05
7.000000000000000000e+01,6.612158425792209748e-02,-6.775668533753143041e-02,-1.489735436453824002e-01,1.636584404000963888e-01,1.393928889001587977e-02,-2.677678527029603295e-03,-9.558069735426943936e-05,-1.554478156920113818e-03,-2.614296889450362649e-03,9.407573400983526568e-04,-1.277836112312247252e-05
7.100000000000000000e+01,8.484672129282966324e-02,3.517937200185170532e-01,2.032292235115737977e-01,4.062769237030131597e-01,2.482066646008290051e-02,-4.443095085955306445e-04,1.422972588186910414e-03,1.326307093501011281e-04,1.258339076863901340e-04,-8.800068746768197059e-04,1.296552002088002808e-04
7.200000000000000000e+01,1.778078498694162790e-01,4.555707392932701882e-01,-1.537338430547638968e-01,4.808105583289571938e-01,1.150399437858042884e-01,-4.374454794629056842e-03,-1.402321370916004284e-03,3.930256507014284750e-04,-3.102179670944060774e-05,2.311628223521378089e-04,-3.755345410849653121e-05
7.300000000000000000e+01,1.200175279766395320e-01,4.582077506119146548e-01,2.555290521567550321e-01,5.246422011399389795e-01,5.357924550355826904e-02,1.513270050987003401e-03,1.143598146106539204e-03,-3.704840819009902475e-04,-5.843465199228958795e-04,1.738538711801851377e-04,-2.122314707060368733e-04
7.400000000000000000e+01,1.755415604643606464e-01,3.642965853047943625e-01,2.704987203200696078e-01,4.537417324420672804e-01,1.101539386397650533e-01,2.239905650051943198e-03,-1.228791535231921195e-03,-8.594753054158577044e-04,4.779177428959613394e-04,-3.951039255878363576e-06,8.867604808582285614e-05
7.500000000000000000e+01,1.832734830367250822e-01,1.859570870483941984e-01,-2.031312065518643406e-01,2.753948534354631605e-01,1.109152339790364095e-01,3.551996419835612429e-03,4.646330540514220786e-05,1.330985370922022071e-04,4.961088659438672721e-05,-9.537613942312006543e-05,-8.123381396551998535e-05
7.600000000000000000e+01,1.292423660085489645e-01,-3.867868497296764740e-01,3.925066641504662002e-01,5.510585708673210181e-01,6.352829753727026740e-02,4.929737294436797868e-04,3.708277125762382553e-04,6.632852346213358175e-04,-8.801646399214657635e-04,-1.233733450204388404e-04,1.268441703530243103e-04
7.700000000000000000e+01,7.551177524222997539e-02,1.091743864442229484e-01,5.076875308546013876e-02,1.204014657108664482e-01,1.807147876115913765e-02,-1.752120154887337744e-02,-2.250712213195393829e-03,-4.065960414221914121e-03,-5.583351692168836422e-04,7.785577189285408650e-04,-2.469980707318075730e-04
7.800000000000000000e+01,1.437411442501975445e-01,-1.216847579801489942e-01,1.615052191640986567e-01,2.022155190432499139e-01,6.666388597459492471e-02,-9.632984403895594738e-05,1.444468381966546033e-03,-1.043210466937560810e-03,2.756934731480420453e-04,-2.722790985844047995e-04,-9.467822168063300126e-05
7.900000000000000000e+01,1.540976814719743071e-01,1.208863894887055590e-01,3.293506483814581109e-01,3.508352444565708828e-01,8.033053586233437904e-02,-1.341383507124382923e-02,3.269383893695909649e-04,-1.099625288020544822e-03,-1.070469140304619593e-03,-9.740024371340805232e-05,8.486397179519045153e-05
8.000000000000000000e+01,1.280037885806972198e-01,-5.251284793001032014e-02,-3.015543624028837466e-01,3.060925230742007619e-01,5.435596482093199566e-02,4.311176502532099164e-03,6.004115877289439851e-04,-8.829803464170948857e-04,3.887811999880863567e-04,9.921741828833319232e-05,-3.464352210653665054e-04
8.100000000000000000e+01,8.437275049950598849e-02,2.761988871950786795e-01,2.767776494577633972e-01,3.910136730693241636e-01,2.436411230113591161e-02,1.067037282205207660e-02,3.854202606175416435e-03,6.378657116761221602e-04,-1.831405515763107061e-04,-7.157808761704131939e-05,-5.003935510949908405e-05
8.200000000000000000e+01,1.296824184814739378e-01,4.824948093023015971e-01,-1.906298603759104537e-02,4.828712441638389752e-01,6.082647583437268690e-02,-7.268127261721435417e-04,2.039945466348225267e-03,-1.353627510083166285e-03,9.190930360025717505e-05,1.382809970253973120e-04,-7.151101280034044549e-05
8.300000000000000000e+01,1.213917305150490344e-01,-3.418516217831200632e-01,-4.862978658361784001e-01,5.944309426944152097e-01,5.818608113964827272e-02,-2.715481785646733925e-04,2.842593334697829377e-03,-1.969062773201968319e-03,-3.343150667318717240e-04,-2.587296277564155034e-04,-5.268158510640663650e-05
8.400000000000000000e+01,1.567430868321376403e-01,4.866463982449913406e-01,2.514454433566696290e-01,5.477677682281560934e-01,9.364552660764946523e-02,-3.231181183704912030e-04,-3.710158533270280223e-03,-2.036585152929037967e-03,-3.260936220520482820e-04,1.868130426665448596e-04,-1.216010799665045994e-04
8.500000000000000000e+01,1.053232275043925470e-01,1.070872083732361535e-01,8.967878029338338663e-02,1.396780363266960645e-01,3.529778728929418297e-02,1.313608816415623437e-03,-4.033387967457557899e-03,-2.593028847640566070e-04,-4.126035112422821172e-04,2.331249284526215604e-04,1.521205542633907726e-04
8.600000000000000000e+01,1.904849125211441341e-01,-1.588526528565098461e-01,-4.740689197909984109e-01,4.999755054313710367e-01,1.341424006284558934e-01,1.700374402238358229e-03,-4.957169246235793025e-04,1.944926402553059930e-03,-2.412365026660534539e-04,-2.459925743564239653e-04,-6.993105215680195386e-06
8.700000000000000000e+01,7.973360462592235520e-02,1.927341912501129295e-01,4.084887365245550850e-01,4.516741262727614892e-01,2.244846124583652069e-02,1.154271633821379872e-02,4.600283308189290210e-03,-1.818300323466415236e-03,-1.815888490825035007e-03,8.518501486931562283e-05,-7.889093961659376930e-04
8.800000000000000000e+01,1.258958951097775558e-01,4.461990961670243561e-01,-4.001274297682502201e-01,5.993292863470093268e-01,6.293683169640315600e-02,4.223731563047561366e-03,2.558515067729194570e-03,2.268122205294931248e-03,3.059594184855463084e-04,8.228248653709968607e-04,2.441833384192459988e-04
8.900000000000000000e+01,6.126990423091754900e-02,7.218852534216901873e-02,-4.358363687979413537e-01,4.417742902863996401e-01,1.316690570293707965e-02,8.883589684414383569e-03,9.192994074600280285e-03,3.076991091321978899e-05,2.057962378785749280e-03,7.005823530932264731e-04,-4.574835424938639150e-04
9.000000000000000000e+01,6.011355807264044671e-02,3.864545006663937521e-01,4.542830229104775075e-01,5.964227913066310061e-01,1.418006174723677841e-02,4.070754573148205324e-03,-1.026476056523506486e-03,1.015558359158674762e-03,3.909230577201494583e-04,-3.768952398286451455e-06,8.743930028876079064e-05
9.100000000000000000e+01,1.097503326647353145e-01,-2.912200042632446251e-01,-3.151986609279068263e-01,4.291378411813968619e-01,4.210440756150533176e-02,-1.163038886098710645e-02,5.624895135152518932e-03,-2.331600189241722632e-03,4.905680901454712028e-04,-3.576861038858680786e-04,1.686708022075045221e-04
